id,country,age,gender,EDUCATION_LEVEL,wtp_access,wtp_private,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,geq_taxes_0,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_ticket_0,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,wtpVal,taxesExtra,ticketExtra,wtpVal_PPP,taxesExtra_PPP,ticketExtra_PPP,WTP_R1,WTP_R2_aux,geq_taxes_R1,geq_taxes_R2_aux,geq_ticket_R1,geq_ticket_R2_aux,WTP_R2,geq_taxes_R2,geq_ticket_R2,WTP_BD1,WTP_BD2,geq_taxes_BD1,geq_taxes_BD2,geq_ticket_BD1,geq_ticket_BD2,WTP_BD1_PPP,WTP_BD2_PPP,geq_taxes_BD1_PPP,geq_taxes_BD2_PPP,geq_ticket_BD1_PPP,geq_ticket_BD2_PPP
42,Colombia,50,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,DK,No,NA,Yes,Yes,Yes,No,NA,349000,87000,9000,400,100,10,0,No,0,Yes,1,No,0,1,0,349000,174500,87000,43500,9000,18000,400,200,100,50,10,20
43,Colombia,49,Masculino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,DK,DK,NA,NA,DK,NA,NA,NA,349000,4368000,NA,400,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349000,NA,4368000,NA,NA,NA,400,NA,5000,NA,NA,NA
44,Colombia,33,Masculino,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,DK,NA,NA,DK,NA,NA,NA,NA,437000,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437000,NA,NA,NA,NA,NA,500,NA,NA,NA
45,Colombia,45,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,RS,NA,No,DK,NA,NA,No,NA,NA,NA,349000,44000,NA,400,50,NA,1,RS,NA,NA,NA,NA,NA,NA,NA,349000,698000,44000,NA,NA,NA,400,800,50,NA,NA,NA
46,Colombia,43,Femenino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,NA,437000,9000,NA,500,10,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,437000,NA,9000,18000,NA,NA,500,NA,10,20
47,Colombia,48,Femenino,Primary completed,Do not know,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,874000,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,874000,437000,NA,NA,NA,NA,1000,500,NA,NA
48,Colombia,37,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,No,No,NA,No,No,NA,NA,NA,175000,4368000,NA,200,5000,NA,1,Yes,0,No,NA,NA,1,0,NA,175000,350000,4368000,2184000,NA,NA,200,400,5000,2500,NA,NA
50,Colombia,22,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,DK,NA,NA,DK,NA,NA,NA,NA,9000,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,NA,NA,NA,NA,10,NA,NA,NA
52,Colombia,21,Masculino,University completed,Do not know,Do not know,NA,NA,NA,DK,DK,NA,NA,DK,NA,NA,NA,NA,87000,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,NA,NA,NA,NA,NA,100,NA,NA,NA
53,Colombia,21,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,RS,No,NA,No,RS,NA,NA,NA,NA,437000,NA,NA,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,437000,218500,NA,NA,NA,NA,500,250,NA,NA
55,Colombia,25,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,DK,NA,NA,DK,NA,NA,NA,NA,44000,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44000,NA,NA,NA,NA,NA,50,NA,NA,NA
56,Colombia,32,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,No,No,NA,No,No,NA,NA,NA,44000,4368000,NA,50,5000,NA,1,Yes,0,No,NA,NA,1,0,NA,44000,88000,4368000,2184000,NA,NA,50,100,5000,2500,NA,NA
57,Colombia,44,Femenino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,DK,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,175000,9000,NA,200,10,NA,1,DK,1,Yes,NA,NA,NA,1,NA,175000,350000,9000,18000,NA,NA,200,400,10,20,NA,NA
58,Colombia,49,Femenino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,Yes,Yes,No,NA,Yes,Yes,No,NA,44000,44000,9000,50,50,10,0,No,1,No,1,No,0,0,0,44000,22000,44000,88000,9000,18000,50,25,50,100,10,20
59,Colombia,30,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,Yes,No,No,NA,No,DK,NA,NA,NA,349000,44000,NA,400,50,NA,0,Yes,0,No,NA,NA,1,0,NA,349000,174500,44000,22000,NA,NA,400,200,50,25,NA,NA
60,Colombia,55,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,44000,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,44000,22000,NA,NA,NA,NA,50,25,NA,NA
61,Colombia,26,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,No,No,NA,DK,No,NA,NA,NA,44000,437000,NA,50,500,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,44000,NA,437000,218500,NA,NA,50,NA,500,250,NA,NA
63,Colombia,30,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,Yes,No,NA,DK,NA,NA,NA,NA,9000,NA,NA,10,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,9000,18000,NA,NA,NA,NA,10,20,NA,NA
64,Colombia,25,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,Yes,No,NA,NA,NA,NA,9000,NA,NA,10,NA,NA,NA,0,Yes,NA,NA,NA,1,NA,NA,NA,9000,4500,NA,NA,NA,NA,10,5,NA,NA
65,Colombia,42,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,874000,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,874000,437000,NA,NA,NA,NA,1000,500,NA,NA
66,Colombia,25,Femenino,Secondary completed,Vaccines are only available for private purchase,Yes,Yes,Yes,NA,Yes,Yes,No,NA,Yes,No,NA,No,44000,9000,175000,50,10,200,1,Yes,1,No,0,No,1,0,0,44000,88000,9000,18000,175000,87500,50,100,10,20,200,100
67,Colombia,48,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,DK,NA,NA,DK,NA,NA,NA,44000,437000,NA,50,500,NA,1,Yes,NA,NA,NA,NA,1,NA,NA,44000,88000,437000,NA,NA,NA,50,100,500,NA,NA,NA
68,Colombia,22,Masculino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,DK,NA,NA,No,NA,NA,NA,NA,44000,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44000,NA,NA,NA,NA,NA,50,NA,NA,NA
69,Colombia,55,Masculino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,44000,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,44000,22000,NA,NA,NA,NA,50,25,NA,NA
70,Colombia,30,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,Yes,No,NA,Yes,Yes,No,NA,Yes,44000,87000,175000,50,100,200,1,DK,0,Yes,0,Yes,NA,1,1,44000,88000,87000,43500,175000,87500,50,100,100,50,200,100
71,Colombia,32,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,No,NA,Yes,DK,NA,NA,NA,NA,44000,NA,NA,50,NA,NA,NA,0,Yes,NA,NA,NA,1,NA,NA,NA,44000,22000,NA,NA,NA,NA,50,25,NA,NA
72,Colombia,35,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,DK,No,NA,No,DK,NA,NA,NA,44000,874000,NA,50,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,44000,NA,874000,437000,NA,NA,50,NA,1000,500,NA,NA
73,Colombia,42,Masculino,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,DK,NA,NA,DK,NA,NA,NA,NA,44000,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44000,NA,NA,NA,NA,NA,50,NA,NA,NA
74,Colombia,36,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,No,NA,No,No,NA,NA,NA,349000,4368000,NA,400,5000,NA,1,Yes,0,No,NA,NA,1,0,NA,349000,698000,4368000,2184000,NA,NA,400,800,5000,2500,NA,NA
75,Colombia,43,Femenino,University completed,Do not know,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,874000,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,874000,437000,NA,NA,NA,NA,1000,500,NA,NA
76,Colombia,43,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,DK,NA,NA,Yes,RS,NA,NA,349000,9000,9000,400,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,349000,NA,9000,NA,9000,NA,400,NA,10,NA,10,NA
77,Colombia,61,Masculino,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,4368000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,4368000,2184000,NA,NA,NA,NA,5000,2500,NA,NA
78,Colombia,31,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,No,NA,NA,NA,175000,874000,NA,200,1000,NA,0,No,0,No,NA,NA,0,0,NA,175000,87500,874000,437000,NA,NA,200,100,1000,500,NA,NA
79,Colombia,34,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,Yes,Yes,Yes,No,NA,44000,44000,9000,50,50,10,1,Yes,0,Yes,1,No,1,1,0,44000,88000,44000,22000,9000,18000,50,100,50,25,10,20
80,Colombia,40,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,Yes,Yes,No,NA,175000,874000,17000,200,1000,20,0,No,0,No,1,No,0,0,0,175000,87500,874000,437000,17000,34000,200,100,1000,500,20,40
81,Colombia,38,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,No,NA,DK,NA,NA,NA,44000,437000,NA,50,500,NA,1,Yes,1,No,NA,NA,1,0,NA,44000,88000,437000,874000,NA,NA,50,100,500,1000,NA,NA
82,Colombia,54,Masculino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,No,NA,Yes,No,NA,Yes,44000,437000,175000,50,500,200,1,Yes,1,No,0,Yes,1,0,1,44000,88000,437000,874000,175000,87500,50,100,500,1000,200,100
83,Colombia,36,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,4368000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,4368000,2184000,NA,NA,NA,NA,5000,2500,NA,NA
84,Colombia,28,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,No,No,NA,No,Yes,Yes,No,NA,44000,87000,9000,50,100,10,1,Yes,0,No,1,No,1,0,0,44000,88000,87000,43500,9000,18000,50,100,100,50,10,20
85,Colombia,43,Femenino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,No,NA,Yes,No,NA,NA,NA,44000,44000,NA,50,50,NA,1,Yes,0,Yes,NA,NA,1,1,NA,44000,88000,44000,22000,NA,NA,50,100,50,25,NA,NA
86,Colombia,45,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,87000,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,87000,43500,NA,NA,NA,NA,100,50,NA,NA
87,Colombia,25,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,DK,No,NA,No,No,NA,NA,NA,44000,437000,NA,50,500,NA,1,Yes,0,No,NA,NA,1,0,NA,44000,88000,437000,218500,NA,NA,50,100,500,250,NA,NA
88,Colombia,26,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,No,No,NA,No,DK,NA,NA,NA,44000,87000,NA,50,100,NA,1,No,0,No,NA,NA,0,0,NA,44000,88000,87000,43500,NA,NA,50,100,100,50,NA,NA
89,Colombia,53,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,DK,NA,NA,No,NA,NA,NA,44000,874000,NA,50,1000,NA,1,Yes,NA,NA,NA,NA,1,NA,NA,44000,88000,874000,NA,NA,NA,50,100,1000,NA,NA,NA
90,Colombia,35,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,4368000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,4368000,2184000,NA,NA,NA,NA,5000,2500,NA,NA
91,Colombia,29,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,874000,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,874000,437000,NA,NA,NA,NA,1000,500,NA,NA
92,Colombia,45,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,DK,NA,NA,DK,NA,NA,NA,NA,437000,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437000,NA,NA,NA,NA,NA,500,NA,NA,NA
93,Colombia,42,Femenino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,No,NA,No,Yes,Yes,No,NA,NA,437000,44000,NA,500,50,NA,NA,0,No,1,No,NA,0,0,NA,NA,437000,218500,44000,88000,NA,NA,500,250,50,100
94,Colombia,21,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,874000,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,874000,437000,NA,NA,NA,NA,1000,500,NA,NA
95,Colombia,22,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,175000,44000,NA,200,50,NA,1,Yes,1,Yes,NA,NA,1,1,NA,175000,350000,44000,88000,NA,NA,200,400,50,100,NA,NA
96,Colombia,23,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,44000,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,44000,22000,NA,NA,NA,NA,50,25,NA,NA
97,Colombia,52,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,NA,437000,9000,NA,500,10,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,437000,NA,9000,18000,NA,NA,500,NA,10,20
98,Colombia,34,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,No,No,NA,DK,No,NA,NA,NA,349000,87000,NA,400,100,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,349000,NA,87000,43500,NA,NA,400,NA,100,50,NA,NA
99,Colombia,65,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,Yes,No,NA,DK,Yes,No,NA,No,175000,9000,9000,200,10,10,1,DK,0,DK,0,No,NA,NA,0,175000,350000,9000,4500,9000,4500,200,400,10,5,10,5
100,Colombia,23,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,No,NA,No,No,NA,NA,NA,175000,437000,NA,200,500,NA,1,No,0,No,NA,NA,0,0,NA,175000,350000,437000,218500,NA,NA,200,400,500,250,NA,NA
101,Colombia,36,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,DK,NA,NA,DK,NA,NA,NA,349000,9000,NA,400,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349000,NA,9000,NA,NA,NA,400,NA,10,NA,NA,NA
102,Colombia,44,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,9000,NA,NA,10,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,9000,4500,NA,NA,NA,NA,10,5,NA,NA
103,Colombia,31,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,DK,No,NA,NA,NA,349000,4368000,NA,400,5000,NA,0,No,0,DK,NA,NA,0,NA,NA,349000,174500,4368000,2184000,NA,NA,400,200,5000,2500,NA,NA
104,Colombia,60,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,DK,DK,NA,NA,No,NA,NA,NA,349000,874000,NA,400,1000,NA,1,No,NA,NA,NA,NA,0,NA,NA,349000,698000,874000,NA,NA,NA,400,800,1000,NA,NA,NA
105,Colombia,41,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,No,No,NA,No,No,NA,NA,NA,44000,437000,NA,50,500,NA,1,No,0,No,NA,NA,0,0,NA,44000,88000,437000,218500,NA,NA,50,100,500,250,NA,NA
106,Colombia,59,Femenino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,No,Yes,No,NA,Yes,No,NA,No,44000,44000,175000,50,50,200,1,Yes,1,No,0,No,1,0,0,44000,88000,44000,88000,175000,87500,50,100,50,100,200,100
107,Colombia,32,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,RS,RS,NA,NA,No,NA,NA,NA,44000,44000,NA,50,50,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,44000,88000,44000,NA,NA,NA,50,100,50,NA,NA,NA
108,Colombia,67,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,DK,NA,NA,Yes,No,NA,Yes,175000,437000,175000,200,500,200,0,No,NA,NA,0,Yes,0,NA,1,175000,87500,437000,NA,175000,87500,200,100,500,NA,200,100
109,Colombia,49,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,437000,NA,NA,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,437000,218500,NA,NA,NA,NA,500,250,NA,NA
110,Colombia,39,Masculino,Unknown/missing,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,RS,NA,NA,RS,NA,NA,NA,NA,437000,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437000,NA,NA,NA,NA,NA,500,NA,NA,NA
111,Colombia,47,Masculino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,Yes,Yes,No,NA,NA,4368000,17000,NA,5000,20,NA,NA,0,No,1,No,NA,0,0,NA,NA,4368000,2184000,17000,34000,NA,NA,5000,2500,20,40
112,Colombia,42,Masculino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,DK,NA,No,NA,NA,NA,44000,44000,NA,50,50,NA,1,Yes,1,DK,NA,NA,1,NA,NA,44000,88000,44000,88000,NA,NA,50,100,50,100,NA,NA
113,Colombia,40,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,4368000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,4368000,2184000,NA,NA,NA,NA,5000,2500,NA,NA
114,Colombia,32,Masculino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,DK,NA,No,No,NA,No,Yes,DK,NA,NA,44000,437000,175000,50,500,200,1,DK,0,No,NA,NA,NA,0,NA,44000,88000,437000,218500,175000,NA,50,100,500,250,200,NA
115,Colombia,43,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,87000,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,87000,43500,NA,NA,NA,NA,100,50,NA,NA
116,Colombia,40,Masculino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,9000,NA,NA,10,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,9000,4500,NA,NA,NA,NA,10,5,NA,NA
117,Colombia,21,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,NA,87000,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,NA,NA,NA,NA,NA,100,NA,NA,NA
118,Colombia,49,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,87000,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,87000,43500,NA,NA,NA,NA,100,50,NA,NA
119,Colombia,42,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,DK,NA,NA,Yes,Yes,DK,NA,44000,437000,9000,50,500,10,NA,NA,NA,NA,1,DK,NA,NA,NA,44000,NA,437000,NA,9000,18000,50,NA,500,NA,10,20
120,Colombia,31,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,No,NA,No,No,NA,NA,NA,44000,437000,NA,50,500,NA,1,No,0,No,NA,NA,0,0,NA,44000,88000,437000,218500,NA,NA,50,100,500,250,NA,NA
121,Colombia,53,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,4368000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,4368000,2184000,NA,NA,NA,NA,5000,2500,NA,NA
122,Colombia,50,Masculino,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,RS,NA,NA,RS,NA,NA,NA,NA,87000,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,NA,NA,NA,NA,NA,100,NA,NA,NA
123,Colombia,52,Masculino,Secondary completed,Do not know,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,437000,NA,NA,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,437000,218500,NA,NA,NA,NA,500,250,NA,NA
124,Colombia,32,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,RS,RS,NA,NA,Yes,Yes,DK,NA,NA,87000,17000,NA,100,20,NA,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,87000,NA,17000,34000,NA,NA,100,NA,20,40
125,Colombia,54,Masculino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,DK,NA,44000,9000,87000,50,10,100,1,Yes,1,Yes,1,DK,1,1,NA,44000,88000,9000,18000,87000,174000,50,100,10,20,100,200
126,Colombia,40,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,DK,Yes,DK,NA,NA,No,NA,NA,NA,349000,87000,NA,400,100,NA,0,DK,NA,NA,NA,NA,NA,NA,NA,349000,174500,87000,NA,NA,NA,400,200,100,NA,NA,NA
127,Colombia,31,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,RS,DK,NA,NA,DK,NA,NA,NA,NA,9000,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,NA,NA,NA,NA,10,NA,NA,NA
128,Colombia,39,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,DK,DK,Yes,Yes,NA,No,NA,NA,NA,175000,9000,NA,200,10,NA,0,DK,1,Yes,NA,NA,NA,1,NA,175000,87500,9000,18000,NA,NA,200,100,10,20,NA,NA
130,Colombia,42,Masculino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,87000,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,87000,43500,NA,NA,NA,NA,100,50,NA,NA
131,Colombia,39,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,No,No,NA,No,DK,NA,NA,NA,44000,874000,NA,50,1000,NA,1,Yes,0,No,NA,NA,1,0,NA,44000,88000,874000,437000,NA,NA,50,100,1000,500,NA,NA
132,Colombia,38,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,Yes,Yes,No,NA,No,NA,NA,NA,87000,44000,NA,100,50,NA,1,DK,1,No,NA,NA,NA,0,NA,87000,174000,44000,88000,NA,NA,100,200,50,100,NA,NA
133,Colombia,46,Femenino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,No,No,NA,No,No,NA,NA,NA,44000,874000,NA,50,1000,NA,1,Yes,0,No,NA,NA,1,0,NA,44000,88000,874000,437000,NA,NA,50,100,1000,500,NA,NA
134,Colombia,61,Masculino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,Yes,DK,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Colombia,29,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,DK,NA,NA,No,NA,NA,NA,175000,44000,NA,200,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175000,NA,44000,NA,NA,NA,200,NA,50,NA,NA,NA
136,Colombia,22,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,Yes,No,NA,No,NA,NA,NA,NA,44000,NA,NA,50,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,44000,88000,NA,NA,NA,NA,50,100,NA,NA
137,Colombia,35,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,No,No,NA,Yes,No,NA,NA,NA,44000,44000,NA,50,50,NA,1,No,0,Yes,NA,NA,0,1,NA,44000,88000,44000,22000,NA,NA,50,100,50,25,NA,NA
